x,y,z
-0.013916015625,0.128662109375,0.767822265625
0.012451171875,0.065673828125,0.93798828125
0.037109375,0.05615234375,1.1044921875
0.13037109375,0.048583984375,0.948974609375
0.123046875,0.033447265625,0.92333984375
0.07275390625,0.115234375,0.968017578125
-0.02978515625,0.156494140625,0.98193359375
0.025634765625,0.18798828125,0.908935546875
0.008544921875,0.036865234375,0.884521484375
0.008056640625,0.050048828125,0.8994140625
0.056396484375,0.031005859375,0.95947265625
0.1240234375,-0.017333984375,0.99658203125
0.099365234375,0.090576171875,0.857177734375
-0.0322265625,0.12255859375,0.974853515625
0.010498046875,0.16650390625,0.927490234375
0.00927734375,0.124755859375,0.98291015625
0.049560546875,0.086181640625,0.937744140625
0.079833984375,0.091552734375,0.96826171875
0.09912109375,0.05615234375,1.04052734375
0.103515625,0.104248046875,0.831298828125
0.035888671875,0.0927734375,1.027587890625
0.0615234375,0.111572265625,0.92431640625
0.013671875,0.0771484375,0.94140625
0.04736328125,0.09228515625,0.875732421875
0.064208984375,0.114501953125,0.947265625
0.06591796875,0.0986328125,0.97900390625
0.04833984375,0.051025390625,0.843017578125
0.03955078125,0.067138671875,0.974365234375
0.05078125,0.035400390625,0.875244140625
0.01904296875,0.053955078125,1.090576171875
0.09521484375,0.122314453125,0.898681640625
0.053955078125,0.061279296875,0.953857421875
0.0498046875,0.140625,0.847900390625
-0.02099609375,0.074951171875,0.989990234375
0.059814453125,0.10498046875,0.957275390625
0.103271484375,0.0869140625,0.863525390625
0.051025390625,0.0498046875,0.981201171875
0.0283203125,0.064697265625,0.969970703125
0.035888671875,0.10791015625,1.03662109375
0.046630859375,0.09423828125,0.861083984375
0.005859375,0.057373046875,1.02294921875
0.08984375,0.074951171875,0.88037109375
0.038330078125,0.02783203125,1.017578125
0.055908203125,0.054931640625,0.838134765625
0.04443359375,0.083740234375,0.98046875
0.0390625,0.11669921875,1.005859375
0.035888671875,0.15185546875,0.88916015625
0.025634765625,0.07080078125,0.914794921875
0.077880859375,0.01318359375,0.9130859375
0.09912109375,0.097412109375,0.996826171875
0.08056640625,0.111328125,0.8271484375
0.00830078125,0.112548828125,1.011962890625
0.006591796875,0.124755859375,0.919189453125
-0.00537109375,0.0322265625,0.934814453125
0.08544921875,0.086181640625,0.955810546875
0.10302734375,0.046142578125,0.88134765625
0.05078125,0.054443359375,1.05419921875
0.037353515625,0.10107421875,0.838623046875
0.030517578125,0.082275390625,0.989013671875
0.050048828125,0.171875,0.894287109375
0.022705078125,0.02734375,0.998046875
0.058837890625,0.089599609375,0.94970703125
0.068115234375,0.012939453125,0.947021484375
0.06201171875,0.1220703125,0.9912109375
0.05224609375,0.095947265625,0.931640625
0.01123046875,0.114013671875,0.981689453125
0.04052734375,0.11572265625,0.890625
0.025390625,0.029296875,0.954833984375
0.080078125,0.127685546875,0.929931640625
0.056884765625,0.06494140625,0.94775390625
0.0712890625,0.099365234375,1.0087890625
0.0517578125,0.078857421875,0.974853515625
0.008544921875,0.09130859375,0.998291015625
0.107421875,0.141845703125,0.879638671875
0.02587890625,0.072265625,0.99365234375
0.056396484375,0.114990234375,0.885009765625
-0.00634765625,0.054443359375,0.984375
0.061279296875,0.06201171875,0.976318359375
0.08837890625,0.074462890625,0.904541015625
0.062255859375,0.071533203125,1.0166015625
0.082275390625,0.07275390625,0.87548828125
0.02880859375,0.0849609375,1.016845703125
0.039794921875,0.101806640625,0.843505859375
0.00341796875,0.069580078125,1.021728515625
0.0712890625,0.108642578125,0.898193359375
0.049072265625,0.02880859375,0.94677734375
0.07080078125,0.071044921875,1.003173828125
0.066162109375,0.107177734375,0.875732421875
0.067138671875,0.049072265625,0.976318359375
0.084716796875,0.1328125,0.7919921875
-0.026611328125,0.08251953125,0.994140625
0.042236328125,0.063232421875,0.97607421875
0.068359375,0.07861328125,0.950439453125
0.10205078125,0.092041015625,1.035400390625
0.079345703125,0.119873046875,0.8662109375
-0.010498046875,0.06103515625,1.02880859375
0.02099609375,0.095703125,0.8154296875
-0.01953125,0.08740234375,0.994140625
0.07666015625,0.11083984375,0.885498046875
0.05615234375,0.0703125,1.046630859375
0.10595703125,0.064453125,0.9970703125
0.062744140625,0.076171875,0.92041015625
0.020263671875,0.131103515625,0.99169921875
0.055908203125,0.10888671875,0.8212890625
0.011474609375,0.086669921875,1.005126953125
0.063232421875,0.08544921875,0.90380859375
0.0361328125,0.04296875,1.01953125
0.076904296875,0.066162109375,0.947021484375
0.06005859375,0.063720703125,0.94482421875
0.067138671875,0.107177734375,1.00390625
0.089111328125,0.13232421875,0.828125
-0.026123046875,0.033935546875,0.98828125
0.023193359375,0.0732421875,0.90283203125
0.033935546875,0.064697265625,0.99462890625
0.10791015625,0.1083984375,0.892333984375
0.056884765625,0.076171875,0.92822265625
0.012451171875,0.082763671875,1.033935546875
0.052734375,0.08544921875,0.827392578125
-0.01611328125,0.0615234375,0.969482421875
0.060302734375,0.144287109375,0.890380859375
0.0380859375,0.04150390625,1.037841796875
0.07958984375,0.079345703125,0.880859375
0.04052734375,0.06005859375,0.9755859375
0.09912109375,0.119873046875,0.962646484375
0.056640625,0.096435546875,0.897216796875
0.046142578125,0.091064453125,0.9853515625
0.06982421875,0.094970703125,0.873779296875
0.011474609375,0.05029296875,0.974609375
0.063720703125,0.101806640625,0.914306640625
0.060302734375,0.08349609375,0.950439453125
0.078125,0.080810546875,1.013916015625
0.049072265625,0.062255859375,0.808349609375
0.030517578125,0.065673828125,1.0185546875
0.08203125,0.10791015625,0.836669921875
